property_name,sale_price,prop_location,prop_area,prop_bathrooms,number_of_rooms
"Mall / Shopping Center, Mosque, Supermarket. Cash, Installments","OMR 35,000","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
PORTACABIN CONSTRUCTION HOUSE,"OMR 1,200","Bosher, Muscat•",40 SQM,not mentioned,not mentioned
near school,"OMR 1,000,000","Ibra, Al Sharqiya•","8,555 SQM",not mentioned,not mentioned
ارض تجارية في صلالة عوقد للبيع مع عقود مضمونة الاستثمار,"OMR 1,400,000","Salalah, Dhofar•","10,000 SQM",not mentioned,not mentioned
ارضين في الهجاري الاولى والقديمه للبيع,"OMR 8,500","Al Khaboura, Al Batinah•",627 SQM,not mentioned,not mentioned
2 New Modern villas for sale in 7no. area in amerat.,"OMR 65,000","Al Amarat, Muscat•",300 SQM,5,4
للبيع أرض سكنية وسطيه-شناص -مرير المطاريش,"OMR 2,150","Shinas, Al Batinah•",630 SQM,not mentioned,not mentioned
للبيع  مجموعة  منازل مع إمكانية سداد القروض الشخصية وتسهيلات بنكيه,"OMR 37,000","Saham, Al Batinah•",220 SQM,5,3
مرتفعات الانصب - المرحلة الثالثة,"OMR 28,000","Ansab, Muscat•",92 SQM,2,2
سكنية الحرادي مساحة 620 على شارع قار بركا شمال,"OMR 16,500","Barka, Al Batinah•",620 SQM,not mentioned,not mentioned
شقه جديده مفروشه ونضيفه للبيع حاليا ماجره في حلبان مدينه سندان,"OMR 10,200","Al Seeb, Muscat•",48.4 SQM,1,Studio
Office space for sale in Ghala Heights flexible payment plan available,"OMR 214,500","Muscat Hills, Muscat•",165 SQM,not mentioned,not mentioned
الارض سكني تجاري في صحار مجزالكبري خط الأول شارع العام شرق شارع,"OMR 70,000","Sohar, Al Batinah•",600 SQM,not mentioned,not mentioned
العامرات النهضة المرحلة الخامسة,"OMR 17,900","Al Amarat, Muscat•",627 SQM,not mentioned,not mentioned
للبيع ارض سكنية كورنر  قريب البحر السيفة,"OMR 15,000","Al Sifah, Muscat•",633 SQM,not mentioned,not mentioned
ازكي/ قلعة العوامر/مخطط السياحي اربعه,"OMR 11,000","Izki, Al Dakhiliya•",600 SQM,not mentioned,not mentioned
محل في سوق الصيني بركاء بيعة مستعجلة,"OMR 3,500","Muscat - Other, Muscat•",40 SQM,not mentioned,not mentioned
twin villa,"OMR 65,000","Salalah, Dhofar•",330 SQM,5,5
أرض سكنية للببع بصفة عاجلة,"OMR 5,000","Ibri, Al Dhahirah•",600 SQM,not mentioned,not mentioned
للبيع محل غسيل جاف للملابس وغيرها مشروع ناجح,"OMR 10,000","Azaiba, Muscat•",75 SQM,not mentioned,not mentioned
منزل للبيع في ولاية القابل المضيرب 7 اول خط على الشارع العام,"OMR 39,999","Al Qabil, Al Sharqiya•",223 SQM,5,5
تجاريه,"OMR 15,000","Sohar, Al Batinah•",300 SQM,not mentioned,not mentioned
بيت القرم انا لمالك,"OMR 370,000","Qurum, Muscat•",800 SQM,9,9
العامرات مدينة النهضة قريب مربع 13,"OMR 35,000","Al Amarat, Muscat•",300 SQM,not mentioned,not mentioned
Beautiful cafe for sale in Al Hail !,"OMR 10,500","Al Hail, Muscat•",85 SQM,not mentioned,not mentioned
ارض سكنيه للبيع من المالك مباشرة,"OMR 43,000","Barka, Al Batinah•","1,341 SQM",not mentioned,not mentioned
الباطنة بركاء,OMR 125,"Barka, Al Batinah•","12,000 SQM",not mentioned,not mentioned
أرض للبيع في العامرات الحشيه المرحله الأولى مخطط جديد,"OMR 5,500","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
أرض زاويه للبيع في المعموره ٣,"OMR 5,500","Al Rustaq, Al Batinah•",647 SQM,not mentioned,not mentioned
للبيع ارض سكني تجاري الدقم مربع 53,"OMR 120,000","Al Duqum, Al Wusta•",500 SQM,not mentioned,not mentioned
محاجر وكسارات ومشاريع للبيع Quarries crushers and projects for sale,"OMR 1,000,000","Bosher, Muscat•","100,000 SQM",not mentioned,not mentioned
السويق البارده,"OMR 3,500","Suwaiq, Al Batinah•",640 SQM,not mentioned,not mentioned
بنايه للبيع (توين فله ),"OMR 105,000","Nizwa, Al Dakhiliya•",450 SQM,3,3
ارض سكنيه في بلادالشهوم,"OMR 20,000","Ibri, Al Dhahirah•",799 SQM,not mentioned,not mentioned
مسقط بوشر,"OMR 79,000","Bosher, Muscat•",500 SQM,not mentioned,not mentioned
ارض ببلادالشهوم,"OMR 20,000","Ibri, Al Dhahirah•",799 SQM,not mentioned,not mentioned
العامرات النهضة 18,"OMR 18,000","Al Amarat, Muscat•",632 SQM,not mentioned,not mentioned
استراحه او بيت صغير وادي بني رواحه ( حي العافيه ) صفقه لن تتكرر,"OMR 42,000","Sumail, Al Dakhiliya•",170 SQM,3,2
مكتب وكالات السفر موقع ممتاز بالخوض6 للبيع,"OMR 4,000","Al Khoud, Muscat•",30 SQM,not mentioned,not mentioned
شقق فاخرة للبيع في بوشر منطقة الامين,"OMR 26,000","Bosher, Muscat•",62 SQM,2,1
للبيع توين شاليه بدخل ممتاز 39000 لشاليه الواحد فرصة,"OMR 39,000","Sumail, Al Dakhiliya•",80 SQM,2,1
Portacabins for sale,"OMR 2,000","Misfah, Muscat•",40 SQM,not mentioned,not mentioned
ارض سكنيه للبيع في الموالح11 كورنر,"OMR 135,000","Al Mawaleh, Muscat•",600 SQM,not mentioned,not mentioned
ارض سكنيه - ٨٥١ متر - ارض الجو المرحله الاولى A,"OMR 12,200","Al Buraimi, Al Buraimi•",851 SQM,not mentioned,not mentioned
للبيع ارض سكنية في مخطط طيمسا 1,"OMR 8,900","Nizwa, Al Dakhiliya•",630 SQM,not mentioned,not mentioned
"Stand Alone Villa for Sale, Direct from Owner","OMR 85,000","Al Maabilah, Muscat•",311 SQM,7,4
منزل للبيع في جحلوت/العامرات,"OMR 50,000","Al Amarat, Muscat•",250 SQM,4,4
فرصتك الذهبية للاستثمار أو لبناء منزل العمر في بركاء – الرميس!,"OMR 21,000","Barka, Al Batinah•",601 SQM,not mentioned,not mentioned
ولاية صحار,"OMR 15,000","Sohar, Al Batinah•","1,000 SQM",not mentioned,not mentioned
"Two Lands Together in Wadi Al Arad2, Sohar","OMR 10,900","Sohar, Al Batinah•","1,200 SQM",not mentioned,not mentioned
Warehouse in Rusayl Industerial - مستودع في مدينة الرسيل الصناعية,"OMR 120,000","Al Rusayl, Muscat•",758 SQM,not mentioned,not mentioned
فيلا دورات ارضي للبيع خلف المعبيلة الثامنة قريب من مدينة سلطان هيثم,"OMR 48,999","Barka, Al Batinah•",176 SQM,3,3
للبيع من المالك ارض سكنية في مدينة النهضة الامتداد الاول 92547231,"OMR 10,000","Al Amarat, Muscat•",627 SQM,not mentioned,not mentioned
محل تجاري للبيع,"OMR 26,000","Al Maabilah, Muscat•",42 SQM,not mentioned,not mentioned
بناية تجارية للبيع,"OMR 63,000","Sur, Al Sharqiya•",200 SQM,not mentioned,not mentioned
Luxurious | Prime Muscat Location | Sea View,"OMR 419,536.61","Muscat - Other, Muscat•",131 SQM,2,2
Prime Muscat Location | Sea View | Luxurious,"OMR 419,536.61","Muscat - Other, Muscat•",131 SQM,2,2
Building demolition work,"OMR 7,860","Al Khuwair, Muscat•",786 SQM,not mentioned,not mentioned
Small Road construction and parking area,OMR 786,"Al Khuwair, Muscat•",786 SQM,not mentioned,not mentioned
ارض للبيع مداوه حيفظ,"OMR 7,500","Qurayyat, Muscat•",600 SQM,not mentioned,not mentioned
ارض للبيع شاطي قريات قريب شارع,"OMR 12,000","Qurayyat, Muscat•",603 SQM,not mentioned,not mentioned
ارض سكني ولاية الرستاق في الحزم الأولى مساحه 762. . رقم 391,"OMR 15,200","Al Rustaq, Al Batinah•",762 SQM,not mentioned,not mentioned
بناية للبيع البريمي,"OMR 85,000","Al Buraimi, Al Buraimi•",975 SQM,not mentioned,not mentioned
بسم الله ارض للبيع  نخل منطقة الابيض الخظم المربع 4 رقم القطعه 16مساحة,"OMR 8,500","Nakhl, Al Batinah•",617 SQM,not mentioned,not mentioned
فله و3 شقق للبيع في العامرات,"OMR 85,000","Al Amarat, Muscat•",440 SQM,8,7
بيت الفلج بنايه فندقيه مطلوب 250 الف صافي للمالك,"OMR 250,000","Mutrah, Muscat•","1,092 SQM",not mentioned,not mentioned
ارض سياحيه السيب مطلوب 2 مليون,"OMR 2,000","Al Seeb, Muscat•","5,175 SQM",not mentioned,not mentioned
شقة للبيع العامرات المحج,"OMR 25,000","Al Amarat, Muscat•",130 SQM,3,2
فرصه ارض كبيره للبيع في طيمسا 1 نزوى,"OMR 9,000","Nizwa, Al Dakhiliya•",716 SQM,not mentioned,not mentioned
مطلوب أراضي في العامرات والمعبيلة وبركاء,"OMR 5,000","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
أرض سكينة للبيع وادي سميط,"OMR 46,000","Nizwa, Al Dakhiliya•",970 SQM,not mentioned,not mentioned
بناية سكنية للبيع بالخوض,"OMR 150,000","Al Khoud, Muscat•",815 SQM,not mentioned,not mentioned
ارض مستوية تماما,"OMR 31,000","Al Amarat, Muscat•",400 SQM,not mentioned,not mentioned
Mobile phones and Computers Shop for sale,"OMR 8,000","Al Khoud, Muscat•",15 SQM,not mentioned,not mentioned
"فنادق ومنتجعات سياحية للبيع / ""Hotels and tourist resorts for sale. ""","OMR 1,000,000","Al Khuwair, Muscat•","1,000 SQM",not mentioned,not mentioned
فيلا راقية للبيع / فالخوض بجانب مركز صحي الخوض,"OMR 130,000","Al Khoud, Muscat•",330 SQM,6,5
ارض للبيع سكنيه في العامرات مدينة النهضه الامتداد الاول,"OMR 8,800","Al Amarat, Muscat•",618 SQM,not mentioned,not mentioned
فيلا منفصلة 400 الموالح,"OMR 117,000","Al Mawaleh, Muscat•",400 SQM,8,6
أرض سكنية للبيع القريحة الطاووس ولاية بركاء,"OMR 5,150","Barka, Al Batinah•",609 SQM,not mentioned,not mentioned
"منزل للبيع . . بولاية بركاء  منطقة الحرادي فرصة مناسبة جدا""","OMR 47,500","Barka, Al Batinah•",632 SQM,4,3
سارع بالحجز للبيع ارض زراعيه رخيصه في بركاء,"OMR 95,000","Barka, Al Batinah•","9,212 SQM",not mentioned,not mentioned
فرصة للبيع ارض سكنية بمساحة كبيره,"OMR 45,000","Qurayyat, Muscat•","1,374 SQM",not mentioned,not mentioned
توين فيلا راقية جدا خلف النسيم,"OMR 77,000","Barka, Al Batinah•",330 SQM,6,5
فيلا vip منطقه هادئه في المعبيلة الجنوبيه وقريبه من الخط السريع,"OMR 120,000","Al Maabilah, Muscat•",410 SQM,8,6
جزء من توين فيلا منفصلة للبيع في العامرات الخامسة,"OMR 63,000","Al Amarat, Muscat•",311 SQM,5,5
فيلا للبيع احدى التوين مباشر من المالك عتكية صناعية قابل للتفاوض,"OMR 57,000","Al Amarat, Muscat•",300 SQM,5,4
"muscat bay zen residence studio  downpayment 29,085","OMR 67,000","Qantab, Muscat•",60 SQM,1,Studio
مكتب للبيع بواجهه اماميه على شارع الموج وقريب من المطار ومدينه الموج,"OMR 75,000","The Wave (Almouj), Muscat•",136 SQM,not mentioned,not mentioned
فيلا من ٣ شقق واسعة,"OMR 146,000","Al Hail, Muscat•",580 SQM,12,9
very good land big,OMR 195,"Bosher, Muscat•",802 SQM,not mentioned,not mentioned
Al ansab phese 1,"OMR 170,000","Bosher, Muscat•",783 SQM,not mentioned,not mentioned
1 BHK Furnished apartment The Links Muscat Hills (Lifetime Residency),"OMR 58,000","Muscat Hills, Muscat•",73 SQM,2,1
بيت بموقع ممتاز ومرتفع بالقرم للبيع,"OMR 2,900,000","Qurum, Muscat•","3,600 SQM",12,12
للبيع ارض في بركاء حي عاصم سوبر كورنر,"OMR 26,000","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
فله طابق للبيع,"OMR 38,000","Al Amarat, Muscat•",140 SQM,3,3
منزل للبيع الدسرPA,"OMR 48,000","Sumail, Al Dakhiliya•",240 SQM,5,5
sea and marina view almouj,"OMR 79,000","The Wave (Almouj), Muscat•",83 SQM,2,1
فلة طابقين على شارع الرحبة مقابل محطة التناكر,"OMR 66,000","Al Amarat, Muscat•",344 SQM,6,8
بركاء النهضه المرحلة الأولى السوادي جنوب،،،,"OMR 6,700","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
المصنعة,"OMR 41,750","Al Masn'a, Al Batinah•","4,000 SQM",not mentioned,not mentioned
فرصة للاستثمار الثابت,"OMR 55,000","Ibra, Al Sharqiya•",300 SQM,11,11
فيلا للبيع في العامرات حيم,"OMR 52,000","Al Amarat, Muscat•",320 SQM,5,4
منزل للبيع بالاثاث الجديد و مكتمل الاجهزه الإلكترونية,"OMR 45,500","Al Khaboura, Al Batinah•",235 SQM,4,3
البريمي (العقده الشماليه),"OMR 3,600","Al Buraimi, Al Buraimi•",704 SQM,not mentioned,not mentioned
البريمي,"OMR 3,600","Al Buraimi, Al Buraimi•",642 SQM,not mentioned,not mentioned
ارض سكني للبيع ولايه صحار طريف غرب,"OMR 33,000","Sohar, Al Batinah•","1,234 SQM",not mentioned,not mentioned
Executive class one bedroom apartment in Al Khwair,"OMR 48,000","Al Khuwair, Muscat•",86 SQM,2,1
barbershop ghala fish market,"OMR 3,500","Ghala, Muscat•",100 SQM,not mentioned,not mentioned
الخوض السابعه,"OMR 180,000","Al Seeb, Muscat•",900 SQM,not mentioned,not mentioned
العامرات الحاجر,"OMR 8,000.5","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
للبيع الواسط وادي المعاول,"OMR 12,000","Wadi Al Ma'awal, Al Batinah•",600 SQM,not mentioned,not mentioned
بناية للبيع في موقع ممتاز منزل ومحلات ومؤجرة بالكامل,"OMR 47,000","Ibri, Al Dhahirah•",241 SQM,not mentioned,not mentioned
مسقط /قريات,"OMR 10,000","Qurayyat, Muscat•",600 SQM,not mentioned,not mentioned
shop for sale,"OMR 4,000","Al Rusayl, Muscat•","1,500 SQM",not mentioned,not mentioned
ارض تجارية للبيع,"OMR 7,900","Mirbat, Dhofar•",405 SQM,not mentioned,not mentioned
House for sale on Masirah Island,"OMR 27,000","Masira, Al Sharqiya•",600 SQM,2,2
منزل للبيع موقع العامرات,"OMR 33,000","Al Amarat, Muscat•",350 SQM,not mentioned,not mentioned
بدبد ، القضاعية.,"OMR 18,000","Bidbid, Al Dakhiliya•",826 SQM,not mentioned,not mentioned
Flat 1bhk in muscat hills,"OMR 64,000","Muscat Hills, Muscat•",93 SQM,2,1
ارض سكنية من المالك في فنجاء - سيب مهري,"OMR 32,000","Bidbid, Al Dakhiliya•",593 SQM,not mentioned,not mentioned
ابحث عن شقه بصور عاجله,"OMR 1,300","Al Amarat, Muscat•",70 SQM,2,2
للبيع شقه مكونة من غرفه وصاله ومطبخ ودورتين مياه في الخوض السادسة,"OMR 27,000","Al Khoud, Muscat•",50 SQM,2,1
أرض سكنية للبيع في ولاية نزوى منطقة المعيمير 3 مساحة كبيرة,"OMR 22,400","Nizwa, Al Dakhiliya•",796 SQM,not mentioned,not mentioned
ارض سكنية ولا أروع منها,"OMR 10,000","Barka, Al Batinah•",611 SQM,0,1
ارض سكنية ولا أروع منها,"OMR 10,000","Barka, Al Batinah•",611 SQM,not mentioned,not mentioned
فررصه سكني تجاري,"OMR 61,000","Al Amarat, Muscat•",200 SQM,not mentioned,not mentioned
looking for shope Sales or investor /partnor,"OMR 7,500","Al Khoud, Muscat•",60 SQM,not mentioned,not mentioned
بيع فله راقيه في المعبيله,"OMR 78,000","Al Seeb, Muscat•",385 SQM,7,6
فلا للبيع البريمي,"OMR 5,000","Al Buraimi, Al Buraimi•",549 SQM,4,5
ولايه عبري,"OMR 9,500","Ibri, Al Dhahirah•",750 SQM,not mentioned,not mentioned
ازكي شافع,"OMR 9,500","Izki, Al Dakhiliya•",600 SQM,not mentioned,not mentioned
6th-Floor pool view Yiti Sustainable City  عرض محدود! ا,"OMR 64,000","Yiti, Muscat•",52 SQM,1,Studio
ارض للبيع,"OMR 13,000","Ibra, Al Sharqiya•",630 SQM,not mentioned,not mentioned
للبيع أرض سكنيه الرستاق مخطط الشهامه,"OMR 3,100","Al Rustaq, Al Batinah•",500 SQM,not mentioned,not mentioned
انا المالك الحاجر الأولى حيم خلف جامع العزيز تبعد350 عن الشارع الرئيسي,"OMR 10,500","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
أرض سكنية للبيع في المعبيلة 1000 متر,"OMR 130,000","Al Maabilah, Muscat•","1,000 SQM",not mentioned,not mentioned
أرضين صك للبيع,"OMR 53,000","Salalah, Dhofar•","1,200 SQM",not mentioned,not mentioned
للبيع مساحه ارض٧٣٠,"OMR 6,000","Bidbid, Al Dakhiliya•",730 SQM,not mentioned,not mentioned
بيت للبيع  سمائل طوي النص الثالثه بجميع ادواته الكهربائية,"OMR 58,000","Sumail, Al Dakhiliya•",237 SQM,5,3
سكنيه  بالرميس أول خط الطريق الساحلي  تميز بالموقع,"OMR 55,000","Barka, Al Batinah•","1,562 SQM",not mentioned,not mentioned
مصنعه ملده,"OMR 22,000","Al Masn'a, Al Batinah•",707 SQM,not mentioned,not mentioned
للبيع في طوي النصف,"OMR 10,500","Sumail, Al Dakhiliya•",600 SQM,not mentioned,not mentioned
ارض للبيع,"OMR 10,000","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
ارض زراعية مكان طيب قريب وحدات سكنية واستراحات فالسوادي الحضيب,"OMR 135,000","Muscat - Other, Muscat•","7,517 SQM",not mentioned,not mentioned
للبيع ارض في الطيب,"OMR 2,650","Ibri, Al Dhahirah•",600 SQM,not mentioned,not mentioned
للبيع ارض سكنيه في تنعم,"OMR 4,000","Ibri, Al Dhahirah•",640 SQM,not mentioned,not mentioned
ارض سكنيه في ( البله ),"OMR 28,000","Mutrah, Muscat•","1,200 SQM",not mentioned,not mentioned
(مباشر من المالك) الخوير17,"OMR 88,000","Al Khuwair, Muscat•",319 SQM,not mentioned,not mentioned
عاجل شاليه للبيع في صور على البحر مباشرة,"OMR 57,000","Sur, Al Sharqiya•",600 SQM,4,2
منزل للبيـع,"OMR 80,000","Sumail, Al Dakhiliya•",483 SQM,not mentioned,not mentioned
كورنر الشهامه وسط البيوت,"OMR 4,300","Al Rustaq, Al Batinah•",500 SQM,not mentioned,not mentioned
"Clinic for Sale in Sohar (Currently Running, 1 Doctor)","OMR 9,999","Sohar, Al Batinah•",90 SQM,not mentioned,not mentioned
بركاء-السلاحه,"OMR 20,000","Barka, Al Batinah•",615 SQM,not mentioned,not mentioned
ارض للبيع في المعبيلة,"OMR 60,000","Al Maabilah, Muscat•",660 SQM,not mentioned,not mentioned
modern 2 bedroom furnished chalet with private swimming pool for sale,"OMR 59,000","Barka, Al Batinah•",633 SQM,2,2
أرض زراعيه مميزه في المصنعة أبوعبالي الساحل فرصة للإستثمار,"OMR 200,000","Al Masn'a, Al Batinah•","27,051 SQM",not mentioned,not mentioned
فرصه / 3 اراضي في عبري بسعر اقل من السوق,"OMR 11,000","Ibri, Al Dhahirah•","1,820 SQM",not mentioned,not mentioned
منزل جديد في المويلح الرابعة,"OMR 50,000","Sohar, Al Batinah•",610 SQM,3,2
شارع البركات,"OMR 460,000","Al Hail, Muscat•",710 SQM,not mentioned,not mentioned
العامرات,"OMR 14,000","Al Amarat, Muscat•",400 SQM,not mentioned,not mentioned
للبيع: أرض سكنية فضاء - الجفنين - ولاية السيب,"OMR 79,000","Al Rusayl, Muscat•","1,583 SQM",not mentioned,not mentioned
بركاء بجوار حديقة النسيم أراضي سكنيات كورنرات,"OMR 1,111","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
Twin Villa for sale in Amarat no. 8,"OMR 76,500","Al Amarat, Muscat•",600 SQM,6,4
فرصة استثمارية,"OMR 4,000","Ibra, Al Sharqiya•",618 SQM,not mentioned,not mentioned
أرضين شبك في بركاء الدهس,"OMR 23,500","Barka, Al Batinah•","1,200 SQM",not mentioned,not mentioned
فيلا حديثة للبيع في المعبيلة مسكونه و نظيفه,"OMR 90,000","Al Maabilah, Muscat•",300 SQM,6,5
الحفري,OMR 140,"Barka, Al Batinah•","17,829 SQM",not mentioned,not mentioned
بناية سكنيه في الحيل الجنوبية,"OMR 320,000","Al Hail, Muscat•",997 SQM,not mentioned,not mentioned
ارض سكني تجاري في المعبيلة السابعة,"OMR 300,000","Al Maabilah, Muscat•",750 SQM,not mentioned,not mentioned
الموالح,"OMR 69,000","Al Mawaleh, Muscat•",300 SQM,6,4
للبدل ارض مع البيت,"OMR 15,000","Al Amarat, Muscat•",642 SQM,not mentioned,not mentioned
توين فيلا جديدة متلاصقة في بركاء الصومحان (يمنع الوسطاء ),"OMR 47,000","Barka, Al Batinah•",312 SQM,8,6
محل في بازار صحار للبيع,"OMR 75,000","Sohar, Al Batinah•",65.454 SQM,not mentioned,not mentioned
العامرات الحشية,"OMR 6,000","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
ارض طيمساء المرحلة الاولى,"OMR 9,000","Nizwa, Al Dakhiliya•",630 SQM,not mentioned,not mentioned
طيمسا نزوى,"OMR 8,500","Nizwa, Al Dakhiliya•",900 SQM,not mentioned,not mentioned
استراحه للبيع جاهزه وبسعر رخيص,"OMR 59,000","Barka, Al Batinah•","1,210 SQM",5,2
للبيع ارض سكنيه زاويه ف العذيبه مساحة 980  متر مربع,"OMR 225,000","Azaiba, Muscat•",980 SQM,not mentioned,not mentioned
إبراء مصرون,"OMR 7,500","Ibra, Al Sharqiya•",962 SQM,not mentioned,not mentioned
ارض سكنيه في المزيونه ركنيه,"OMR 1,600","Al Mazyona, Dhofar•","1,000 SQM",not mentioned,not mentioned
للبيع أرض سكنية في جزيرة مصيرة  ، مربع النهضة 1,"OMR 9,000","Masira, Al Sharqiya•",600 SQM,not mentioned,not mentioned
ongoing grocery shop for sale محل بقالة قائم للبيع,"OMR 7,500","Al Seeb, Muscat•",100 SQM,not mentioned,not mentioned
للبيع محل,"OMR 4,500","Al Mudaibi, Al Sharqiya•",100 SQM,not mentioned,not mentioned
ارض في طيمساء المرحلة الاولى,"OMR 10,700","Nizwa, Al Dakhiliya•",717 SQM,not mentioned,not mentioned
ارض للبيع الفاغره,"OMR 13,000","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
ارض للبيع في السلاحه,"OMR 22,000","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
وادي الكبير بجنب جامع جابر بن زيد,"OMR 85,000","Al Wadi Al Kabir, Muscat•",380 SQM,3,3
ارض للبيع قريب حديقه الصحوه وسيتي سنتر,"OMR 105,000","Al Mawaleh, Muscat•",680 SQM,not mentioned,not mentioned
amazing flat in bar Aljesah fully furnished  nice view,"OMR 180,000","Barr Al Jissah, Muscat•",200 SQM,3,2
amazing fully  furnished  flat  in zQantab bar al jessah,"OMR 185,000","Barr Al Jissah, Muscat•",200 SQM,2,2
ارض للبيع  مخطط بجزماء  الحديثه قريبه جدا من الشارع,"OMR 7,000","Suwaiq, Al Batinah•",600 SQM,not mentioned,not mentioned
بناية سكني تجاري للبيع جاهزة,"OMR 80,000","Sohar, Al Batinah•",300 SQM,not mentioned,not mentioned
Nice villa near Wave 3 bedroom,"OMR 100,000","Al Mawaleh, Muscat•",300 SQM,3,3
ارض للبيع في العذيبة - المنصورية,"OMR 98,000","Azaiba, Muscat•",440 SQM,not mentioned,not mentioned
فررصه بركاء ابو نخيل شمال,"OMR 18,000","Barka, Al Batinah•",613 SQM,not mentioned,not mentioned
ارض للبيع,"OMR 11,000","Wadi Al Ma'awal, Al Batinah•",600 SQM,not mentioned,not mentioned
musthafa,"OMR 1,000","Salalah, Dhofar•",806 SQM,0,1
ارض في صحم الردة,"OMR 15,000","Saham, Al Batinah•",700 SQM,not mentioned,not mentioned
restaurant for sale,"OMR 1,111","Al Wadi Al Kabir, Muscat•",180 SQM,not mentioned,not mentioned
أرض للبيع,"OMR 20,000","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
ارض كونر السيب سور الحديد,"OMR 45,000","Al Seeb, Muscat•",465 SQM,not mentioned,not mentioned
أرض للبيع في ولاية العوابي,"OMR 10,000","Al 'Awabi, Al Batinah•",617 SQM,not mentioned,not mentioned
أرض في الخوض الشعبية سوبر كونر، مفتوحه على ٣ جهات,"OMR 75,000","Al Khoud, Muscat•",500 SQM,not mentioned,not mentioned
Residential Land at Hay Asim  ارض سكنية في حي عاصم,"OMR 19,800","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
shop for sale,"OMR 4,500","Al Khoud, Muscat•",45 SQM,not mentioned,not mentioned
للبيع أرض سكنية مميزة ركنية في صحلنوت مربع و,"OMR 27,000","Salalah, Dhofar•",646 SQM,not mentioned,not mentioned
محل كي وغسيل ملابس للبيع,"OMR 2,400","Al Maabilah, Muscat•",60 SQM,not mentioned,not mentioned
نزوى ١,"OMR 11,111","Nizwa, Al Dakhiliya•",640 SQM,not mentioned,not mentioned
أرض سكني تجاري للبيع,"OMR 49,999","Al Masn'a, Al Batinah•",620 SQM,not mentioned,not mentioned
1200م على الصف الاول من شارع ١٨ نوفمبر (الدائري),"OMR 79,000","Salalah, Dhofar•","1,200 SQM",not mentioned,not mentioned
فيلا بمجمع رحاب السكني,"OMR 95,000","Al Mawaleh, Muscat•",310 SQM,5,5
hills avenue 1bhk for sale,"OMR 62,000","Muscat Hills, Muscat•",65 SQM,2,1
فرصه لا تفوت لمحبين المساحه 1996 والخصوصية,"OMR 24,000","Al Masn'a, Al Batinah•","1,996 SQM",not mentioned,not mentioned
أرض منطقة الفليج الثانية ، بركاء,"OMR 15,500","Barka, Al Batinah•",630 SQM,not mentioned,not mentioned
أراضي للبيع في المراني ١,"OMR 12,000","Ibra, Al Sharqiya•","1,300 SQM",not mentioned,not mentioned
ارض للبيع العامرات,"OMR 8,800","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
ارض للبيع في حي سكني راقي حي عاصم,"OMR 23,000","Barka, Al Batinah•",602 SQM,not mentioned,not mentioned
ڤلا من أصل توين ڤلا للبيع في المعبيله المرحلة الثالثة,"OMR 67,000","Al Maabilah, Muscat•",338.5 SQM,5,4
ارضين في مصيرة شبك,"OMR 12,500","Masira, Al Sharqiya•","1,278 SQM",not mentioned,not mentioned
منزل للبيع,"OMR 66,000","Al Amarat, Muscat•",255 SQM,5,3
للبيع شقه في شارع مسقط مول قريب من خط السريع,"OMR 25,000","Al Maabilah, Muscat•",111 SQM,2,3
‏فيلا جديدة للبيع في الحيل السبب  القريبة جدا من الشاطئ 70 متر,"OMR 185,000","Al Seeb, Muscat•",378 SQM,6,5
* ارض سكني تجاري للبيع بولاية نزوي خلف جامع السلطان قابوس,"OMR 67,000","Nizwa, Al Dakhiliya•",715 SQM,not mentioned,not mentioned
Brand new villa near  Al rhmout mosque in mobelah excellent location,"OMR 75,000","Al Maabilah, Muscat•",350 SQM,4,4
للبيع مزرعه في ولاية السويق,OMR 300,"Suwaiq, Al Batinah•",42 SQM,not mentioned,not mentioned
بهلاء,"OMR 7,300","Bahla, Al Dakhiliya•",835 SQM,not mentioned,not mentioned
Mobile shop for sale/rent,"OMR 1,000","Ruwi, Muscat•",50 SQM,not mentioned,not mentioned
coffee shop for sell,"OMR 4,500","Salalah, Dhofar•",26 SQM,not mentioned,not mentioned
corner personal villa in Mobeleh 8 near mosque and shops,"OMR 76,000","Al Maabilah, Muscat•",350 SQM,4,4
industrial  plot in Jifnin  near factories workshops price reduced i,"OMR 95,000","Al Rusayl, Muscat•","1,100 SQM",not mentioned,not mentioned
صحار عوتب,"OMR 20,000","Sohar, Al Batinah•","1,200 SQM",not mentioned,not mentioned
ارض صناعيه بالجفنين  مسوره  وموجه موجرة  وبها غرفتين وعداد كهرباء,"OMR 95,000","Al Rusayl, Muscat•","1,000 SQM",not mentioned,not mentioned
